Тип изделия,Номер ТУ,"tпер.макс, °С","tсниж, °С",Примечание,СВЧ Диапазон,Группа изделия,Подгруппа изделия
2Т634А-2Н,"аА0.339.045ТУ, РМ 11091.926",150,25,,Приборы полупроводниковые СВЧ диапазона,Транзисторы СВЧ,Малой и средней мощности
2Т635А,аА0.339.051ТУ,150,25,,Приборы полупроводниковые СВЧ диапазона,Транзисторы СВЧ,Малой и средней мощности
"2Т640А-2, А1-2",аА0.339.047ТУ,150,40,,Приборы полупроводниковые СВЧ диапазона,Транзисторы СВЧ,Малой и средней мощности
"2Т642А1-2, Б1-2",аА0.339.423ТУ,150,80,,Приборы полупроводниковые СВЧ диапазона,Транзисторы СВЧ,Малой и средней мощности
2Т642А-2,аА0.339.112ТУ,150,75,,Приборы полупроводниковые СВЧ диапазона,Транзисторы СВЧ,Малой и средней мощности
2Т643А-2,аА0.339.138ТУ,150,50,,Приборы полупроводниковые СВЧ диапазона,Транзисторы СВЧ,Малой и средней мощности
2Т643Б-2,аА0.339.138ТУ/Д2,150,50,,Приборы полупроводниковые СВЧ диапазона,Транзисторы СВЧ,Малой и средней мощности
2Т647А-2,аА0.339.165ТУ,150,80,,Приборы полупроводниковые СВЧ диапазона,Транзисторы СВЧ,Малой и средней мощности
2Т648А-2,аА0.339.266ТУ,150,45,,Приборы полупроводниковые СВЧ диапазона,Транзисторы СВЧ,Малой и средней мощности
2Т648А-5,аА0.339.266ТУ/Д1,150,45,,Приборы полупроводниковые СВЧ диапазона,Транзисторы СВЧ,Малой и средней мощности
2Т657А-2 – В-2,аА0.339.405ТУ,135,60,,Приборы полупроводниковые СВЧ диапазона,Транзисторы СВЧ,Малой и средней мощности
2Т657А1-2,аА0.339.405ТУ/Д1,135,60,,Приборы полупроводниковые СВЧ диапазона,Транзисторы СВЧ,Малой и средней мощности
2Т658А-2 – В-2,аА0.339.425ТУ,150,60,,Приборы полупроводниковые СВЧ диапазона,Транзисторы СВЧ,Малой и средней мощности
2Т671А-2,аА0.339.577ТУ,180,63,,Приборы полупроводниковые СВЧ диапазона,Транзисторы СВЧ,Малой и средней мощности
"2Т682А-2, Б-2",аА0.339.663ТУ,150,60,,Приборы полупроводниковые СВЧ диапазона,Транзисторы СВЧ,Малой и средней мощности
"2Т687АС-2, БС-2",аА0.339.679ТУ,150,50,,Приборы полупроводниковые СВЧ диапазона,Транзисторы СВЧ,Малой и средней мощности
"2Т688А-2, Б-2",аА0.339.680ТУ,200,40,,Приборы полупроводниковые СВЧ диапазона,Транзисторы СВЧ,Малой и средней мощности
2Т691А-2,аА0.339.768ТУ,150,25,,Приборы полупроводниковые СВЧ диапазона,Транзисторы СВЧ,Малой и средней мощности
2Т907А,И93.365.015ТУ,150,25,,Приборы полупроводниковые СВЧ диапазона,Транзисторы СВЧ,Большой мощности
"2Т909А, Б",И93.365.018ТУ,160,25,,Приборы полупроводниковые СВЧ диапазона,Транзисторы СВЧ,Большой мощности
"2Т911А, Б",И93.365.020ТУ,150,50,,Приборы полупроводниковые СВЧ диапазона,Транзисторы СВЧ,Большой мощности
2Т913А,Я53.365.010ТУ,150,55,Al,Приборы полупроводниковые СВЧ диапазона,Транзисторы СВЧ,Большой мощности
2Т913Б,Я53.365.010ТУ,150,70,Al,Приборы полупроводниковые СВЧ диапазона,Транзисторы СВЧ,Большой мощности
2Т913В,Я53.365.010ТУ,150,25,Al,Приборы полупроводниковые СВЧ диапазона,Транзисторы СВЧ,Большой мощности
2Т914А,ЩЫ0.336.029ТУ,150,40,Al,Приборы полупроводниковые СВЧ диапазона,Транзисторы СВЧ,Большой мощности
2Т916А,аА0.339.136ТУ,160,25,Al,Приборы полупроводниковые СВЧ диапазона,Транзисторы СВЧ,Большой мощности
2Т919А – В,ЖК3.365.249ТУ,150,25,Al,Приборы полупроводниковые СВЧ диапазона,Транзисторы СВЧ,Большой мощности
2Т925А – В,И93.365.031ТУ,150,40,Al,Приборы полупроводниковые СВЧ диапазона,Транзисторы СВЧ,Большой мощности
"2Т930А, Б",аА0.339.036ТУ,160,40,,Приборы полупроводниковые СВЧ диапазона,Транзисторы СВЧ,Большой мощности
2Т934А – В,аА0.339.004ТУ,160,25,Al (4% Cu),Приборы полупроводниковые СВЧ диапазона,Транзисторы СВЧ,Большой мощности
"2Т937А1-2, Б1-2",аА0.339.079ТУ/Д2,150,25,,Приборы полупроводниковые СВЧ диапазона,Транзисторы СВЧ,Большой мощности
"2Т937А-2, Б-2",аА0.339.079ТУ,150,25,Al,Приборы полупроводниковые СВЧ диапазона,Транзисторы СВЧ,Большой мощности
"2Т937А-2Н, Б-2Н","аА0.339.079ТУ, РМ 11091.926",150,25,,Приборы полупроводниковые СВЧ диапазона,Транзисторы СВЧ,Большой мощности
2Т938А-2,аА0.339.106ТУ,150,25,Al,Приборы полупроводниковые СВЧ диапазона,Транзисторы СВЧ,Большой мощности
2Т939А,аА0.339.150ТУ,150,25,Al,Приборы полупроводниковые СВЧ диапазона,Транзисторы СВЧ,Большой мощности
2Т941А,аА0.339.129ТУ,180,25,Al,Приборы полупроводниковые СВЧ диапазона,Транзисторы СВЧ,Большой мощности
"2Т942А, Б",аА0.339.098ТУ,125к,25,,Приборы полупроводниковые СВЧ диапазона,Транзисторы СВЧ,Большой мощности
2Т946А,аА0.339.083ТУ,175,25,Al (4% Cu),Приборы полупроводниковые СВЧ диапазона,Транзисторы СВЧ,Большой мощности
"2Т948А, Б",аА0.339.205ТУ,200,25,Al (4% Cu),Приборы полупроводниковые СВЧ диапазона,Транзисторы СВЧ,Большой мощности
2Т960А,аА0.339.157ТУ,160,40,Al (4% Cu),Приборы полупроводниковые СВЧ диапазона,Транзисторы СВЧ,Большой мощности
2Т962А – В,аА0.339.168ТУ,160,40,Al (4% Cu),Приборы полупроводниковые СВЧ диапазона,Транзисторы СВЧ,Большой мощности
"2Т963А-2, Б-2",аА0.339.175ТУ,180,25,Al,Приборы полупроводниковые СВЧ диапазона,Транзисторы СВЧ,Большой мощности
2Т963А-5,аА0.339.175ТУ/Д1,180,25,,Приборы полупроводниковые СВЧ диапазона,Транзисторы СВЧ,Большой мощности
2Т970А,аА0.339.269ТУ,160,40,Al,Приборы полупроводниковые СВЧ диапазона,Транзисторы СВЧ,Большой мощности
2Т974А – В,аА0.339.287ТУ,150,50,,Приборы полупроводниковые СВЧ диапазона,Транзисторы СВЧ,Большой мощности
"2Т975А, Б",аА0.339.299ТУ,180,85,,Приборы полупроводниковые СВЧ диапазона,Транзисторы СВЧ,Большой мощности
2Т976А,аА0.339.303ТУ,160,40,Al,Приборы полупроводниковые СВЧ диапазона,Транзисторы СВЧ,Большой мощности
2Т977А,аА0.339.317ТУ,175,85,Al (4% Cu),Приборы полупроводниковые СВЧ диапазона,Транзисторы СВЧ,Большой мощности
2Т979А,аА0.339.333ТУ,175,25,Al (4% Cu),Приборы полупроводниковые СВЧ диапазона,Транзисторы СВЧ,Большой мощности
2Т982А-2,аА0.339.360ТУ,200,25,Al,Приборы полупроводниковые СВЧ диапазона,Транзисторы СВЧ,Большой мощности
2Т982А-2Н,"аА0.339.360ТУ, РМ 11091.926",200,25,,Приборы полупроводниковые СВЧ диапазона,Транзисторы СВЧ,Большой мощности
2Т982А-5,аА0.339.360ТУ/Д1,200,25,,Приборы полупроводниковые СВЧ диапазона,Транзисторы СВЧ,Большой мощности
